FXRateID,DateKey,Date,FromCurrency,ToCurrency,FXRateType,FXRate,InverseRate,MonthEndFlag,QuarterEndFlag,SourceNote
96,20160405,42465,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
97,20160406,42466,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
98,20160407,42467,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
99,20160408,42468,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
100,20160409,42469,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
101,20160410,42470,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
102,20160411,42471,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
103,20160412,42472,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
104,20160413,42473,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
105,20160414,42474,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
106,20160415,42475,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
107,20160416,42476,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
108,20160417,42477,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
109,20160418,42478,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
110,20160419,42479,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
111,20160420,42480,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
112,20160421,42481,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
113,20160422,42482,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
114,20160423,42483,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
115,20160424,42484,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
116,20160425,42485,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
117,20160426,42486,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
118,20160427,42487,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
119,20160428,42488,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
120,20160429,42489,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
121,20160430,42490,CHF,CHF,Spot (Synthetic),1,1,Yes,No,Synthetic platform reporting rates for CHF normalization
122,20160501,42491,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
123,20160502,42492,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
124,20160503,42493,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
125,20160504,42494,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
126,20160505,42495,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
127,20160506,42496,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
128,20160507,42497,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
129,20160508,42498,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
130,20160509,42499,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
131,20160510,42500,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
132,20160511,42501,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
133,20160512,42502,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
134,20160513,42503,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
135,20160514,42504,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
136,20160515,42505,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
137,20160516,42506,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
138,20160517,42507,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
139,20160518,42508,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
140,20160519,42509,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
141,20160520,42510,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
142,20160521,42511,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
143,20160522,42512,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
144,20160523,42513,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
145,20160524,42514,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
146,20160525,42515,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
147,20160526,42516,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
148,20160527,42517,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
149,20160528,42518,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
150,20160529,42519,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
151,20160530,42520,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
152,20160531,42521,CHF,CHF,Spot (Synthetic),1,1,Yes,No,Synthetic platform reporting rates for CHF normalization
153,20160601,42522,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
154,20160602,42523,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
155,20160603,42524,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
156,20160604,42525,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
157,20160605,42526,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
158,20160606,42527,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
159,20160607,42528,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
160,20160608,42529,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
161,20160609,42530,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
162,20160610,42531,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
163,20160611,42532,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
164,20160612,42533,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
165,20160613,42534,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
166,20160614,42535,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
167,20160615,42536,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
168,20160616,42537,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
169,20160617,42538,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
170,20160618,42539,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
171,20160619,42540,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
172,20160620,42541,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
173,20160621,42542,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
174,20160622,42543,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
175,20160623,42544,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
176,20160624,42545,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
177,20160625,42546,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
178,20160626,42547,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
179,20160627,42548,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
180,20160628,42549,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
181,20160629,42550,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
182,20160630,42551,CHF,CHF,Spot (Synthetic),1,1,Yes,Yes,Synthetic platform reporting rates for CHF normalization
183,20160701,42552,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
184,20160702,42553,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
185,20160703,42554,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
186,20160704,42555,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
187,20160705,42556,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
188,20160706,42557,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
189,20160707,42558,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
190,20160708,42559,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
191,20160709,42560,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
192,20160710,42561,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
193,20160711,42562,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
194,20160712,42563,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
195,20160713,42564,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
196,20160714,42565,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
197,20160715,42566,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
198,20160716,42567,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
199,20160717,42568,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
200,20160718,42569,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
201,20160719,42570,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
202,20160720,42571,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
203,20160721,42572,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
204,20160722,42573,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
205,20160723,42574,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
206,20160724,42575,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
207,20160725,42576,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
208,20160726,42577,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
209,20160727,42578,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
210,20160728,42579,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
211,20160729,42580,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
212,20160730,42581,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
213,20160731,42582,CHF,CHF,Spot (Synthetic),1,1,Yes,No,Synthetic platform reporting rates for CHF normalization
214,20160801,42583,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
215,20160802,42584,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
216,20160803,42585,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
217,20160804,42586,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
218,20160805,42587,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
219,20160806,42588,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
220,20160807,42589,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
221,20160808,42590,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
222,20160809,42591,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
223,20160810,42592,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
224,20160811,42593,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
225,20160812,42594,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
226,20160813,42595,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
227,20160814,42596,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
228,20160815,42597,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
229,20160816,42598,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
230,20160817,42599,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
231,20160818,42600,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
232,20160819,42601,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
233,20160820,42602,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
234,20160821,42603,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
235,20160822,42604,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
236,20160823,42605,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
237,20160824,42606,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
238,20160825,42607,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
239,20160826,42608,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
240,20160827,42609,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
241,20160828,42610,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
242,20160829,42611,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
243,20160830,42612,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
244,20160831,42613,CHF,CHF,Spot (Synthetic),1,1,Yes,No,Synthetic platform reporting rates for CHF normalization
245,20160901,42614,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
246,20160902,42615,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
247,20160903,42616,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
248,20160904,42617,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
249,20160905,42618,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
250,20160906,42619,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
251,20160907,42620,CHF,CHF,Spot (Synthetic),1,1,No,No,Synthetic platform reporting rates for CHF normalization
