CashflowID,CashflowRef,FundID,FundCode,AssetID,AssetCode,Date,DateKey,NoticeDate,NoticeDateKey,DueDate,DueDateKey,Type,CashflowCategory,Amount,Currency,FXRateToCHF,AmountCHF,Quarter,Status,BatchID
31,CF-AB1-20180930-EXP,1,AB1,,,43373,20180930,43358,20180915,43373,20180930,CALL,Fund Expense,-406000,EUR,1.134509,-460611,2018 Q3,Settled,AB1-2018Q3
32,CF-AB1-20180930-0121,1,AB1,6,AB1-RHG,43373,20180930,43358,20180915,43373,20180930,CALL,Investment,-60998000,EUR,1.134509,-69202780,2018 Q3,Settled,AB1-2018Q3
33,CF-AB1-20180930-FEE,1,AB1,,,43373,20180930,43358,20180915,43373,20180930,CALL,Management Fee,-2844000,EUR,1.134509,-3226544,2018 Q3,Settled,AB1-2018Q3
34,CF-AB1-20180930-0003,1,AB1,1,AB1-ATC,43373,20180930,43358,20180915,43373,20180930,DIST,Dividend,145000,EUR,1.134509,164504,2018 Q3,Settled,AB1-2018Q3
35,CF-AB1-20181231-0122,1,AB1,6,AB1-RHG,43465,20181231,43450,20181216,43465,20181231,CALL,Follow-on Investment,-17204000,EUR,1.134837,-19523736,2018 Q4,Settled,AB1-2018Q4
36,CF-AB1-20181231-EXP,1,AB1,,,43465,20181231,43450,20181216,43465,20181231,CALL,Fund Expense,-406000,EUR,1.134837,-460744,2018 Q4,Settled,AB1-2018Q4
37,CF-AB1-20181231-FEE,1,AB1,,,43465,20181231,43450,20181216,43465,20181231,CALL,Management Fee,-2844000,EUR,1.134837,-3227476,2018 Q4,Settled,AB1-2018Q4
38,CF-AB1-20181231-0004,1,AB1,1,AB1-ATC,43465,20181231,43450,20181216,43465,20181231,DIST,Dividend,156000,EUR,1.134837,177035,2018 Q4,Settled,AB1-2018Q4
39,CF-AB1-20181231-0023,1,AB1,2,AB1-NTS,43465,20181231,43450,20181216,43465,20181231,DIST,Dividend,140000,EUR,1.134837,158877,2018 Q4,Settled,AB1-2018Q4
40,CF-AB1-20190331-EXP,1,AB1,,,43555,20190331,43540,20190316,43555,20190331,CALL,Fund Expense,-406000,EUR,1.123374,-456090,2019 Q1,Settled,AB1-2019Q1
41,CF-AB1-20190331-FEE,1,AB1,,,43555,20190331,43540,20190316,43555,20190331,CALL,Management Fee,-2844000,EUR,1.123374,-3194876,2019 Q1,Settled,AB1-2019Q1
42,CF-AB1-20190331-0005,1,AB1,1,AB1-ATC,43555,20190331,43540,20190316,43555,20190331,DIST,Dividend,167000,EUR,1.123374,187603,2019 Q1,Settled,AB1-2019Q1
43,CF-AB1-20190331-0024,1,AB1,2,AB1-NTS,43555,20190331,43540,20190316,43555,20190331,DIST,Dividend,149000,EUR,1.123374,167383,2019 Q1,Settled,AB1-2019Q1
44,CF-AB1-20190630-EXP,1,AB1,,,43646,20190630,43631,20190615,43646,20190630,CALL,Fund Expense,-406000,EUR,1.105682,-448907,2019 Q2,Settled,AB1-2019Q2
45,CF-AB1-20190630-FEE,1,AB1,,,43646,20190630,43631,20190615,43646,20190630,CALL,Management Fee,-2844000,EUR,1.105682,-3144560,2019 Q2,Settled,AB1-2019Q2
46,CF-AB1-20190630-0006,1,AB1,1,AB1-ATC,43646,20190630,43631,20190615,43646,20190630,DIST,Dividend,179000,EUR,1.105682,197917,2019 Q2,Settled,AB1-2019Q2
47,CF-AB1-20190630-0025,1,AB1,2,AB1-NTS,43646,20190630,43631,20190615,43646,20190630,DIST,Dividend,158000,EUR,1.105682,174698,2019 Q2,Settled,AB1-2019Q2
48,CF-AB1-20190630-0046,1,AB1,3,AB1-IBP,43646,20190630,43631,20190615,43646,20190630,DIST,Dividend,52000,EUR,1.105682,57495,2019 Q2,Settled,AB1-2019Q2
49,CF-AB1-20190930-EXP,1,AB1,,,43738,20190930,43723,20190915,43738,20190930,CALL,Fund Expense,-406000,EUR,1.09716,-445447,2019 Q3,Settled,AB1-2019Q3
50,CF-AB1-20190930-FEE,1,AB1,,,43738,20190930,43723,20190915,43738,20190930,CALL,Management Fee,-2844000,EUR,1.09716,-3120323,2019 Q3,Settled,AB1-2019Q3
51,CF-AB1-20190930-0007,1,AB1,1,AB1-ATC,43738,20190930,43723,20190915,43738,20190930,DIST,Dividend,190000,EUR,1.09716,208460,2019 Q3,Settled,AB1-2019Q3
52,CF-AB1-20190930-0026,1,AB1,2,AB1-NTS,43738,20190930,43723,20190915,43738,20190930,DIST,Dividend,167000,EUR,1.09716,183226,2019 Q3,Settled,AB1-2019Q3
53,CF-AB1-20190930-0047,1,AB1,3,AB1-IBP,43738,20190930,43723,20190915,43738,20190930,DIST,Dividend,55000,EUR,1.09716,60344,2019 Q3,Settled,AB1-2019Q3
54,CF-AB1-20191231-EXP,1,AB1,,,43830,20191231,43815,20191216,43830,20191231,CALL,Fund Expense,-406000,EUR,1.094696,-444447,2019 Q4,Settled,AB1-2019Q4
55,CF-AB1-20191231-FEE,1,AB1,,,43830,20191231,43815,20191216,43830,20191231,CALL,Management Fee,-2844000,EUR,1.094696,-3113315,2019 Q4,Settled,AB1-2019Q4
56,CF-AB1-20191231-0008,1,AB1,1,AB1-ATC,43830,20191231,43815,20191216,43830,20191231,DIST,Dividend,201000,EUR,1.094696,220034,2019 Q4,Settled,AB1-2019Q4
57,CF-AB1-20191231-0027,1,AB1,2,AB1-NTS,43830,20191231,43815,20191216,43830,20191231,DIST,Dividend,177000,EUR,1.094696,193761,2019 Q4,Settled,AB1-2019Q4
58,CF-AB1-20191231-0048,1,AB1,3,AB1-IBP,43830,20191231,43815,20191216,43830,20191231,DIST,Dividend,59000,EUR,1.094696,64587,2019 Q4,Settled,AB1-2019Q4
59,CF-AB1-20191231-0071,1,AB1,4,AB1-ATL,43830,20191231,43815,20191216,43830,20191231,DIST,Dividend,75000,EUR,1.094696,82102,2019 Q4,Settled,AB1-2019Q4
60,CF-AB1-20200331-EXP,1,AB1,,,43921,20200331,43906,20200316,43921,20200331,CALL,Fund Expense,-406000,EUR,1.090499,-442743,2020 Q1,Settled,AB1-2020Q1
61,CF-AB1-20200331-FEE,1,AB1,,,43921,20200331,43906,20200316,43921,20200331,CALL,Management Fee,-2844000,EUR,1.090499,-3101379,2020 Q1,Settled,AB1-2020Q1
62,CF-AB1-20200331-0009,1,AB1,1,AB1-ATC,43921,20200331,43906,20200316,43921,20200331,DIST,Dividend,213000,EUR,1.090499,232276,2020 Q1,Settled,AB1-2020Q1
63,CF-AB1-20200331-0028,1,AB1,2,AB1-NTS,43921,20200331,43906,20200316,43921,20200331,DIST,Dividend,186000,EUR,1.090499,202833,2020 Q1,Settled,AB1-2020Q1
64,CF-AB1-20200331-0049,1,AB1,3,AB1-IBP,43921,20200331,43906,20200316,43921,20200331,DIST,Dividend,62000,EUR,1.090499,67611,2020 Q1,Settled,AB1-2020Q1
65,CF-AB1-20200331-0072,1,AB1,4,AB1-ATL,43921,20200331,43906,20200316,43921,20200331,DIST,Dividend,79000,EUR,1.090499,86149,2020 Q1,Settled,AB1-2020Q1
66,CF-AB1-20200630-EXP,1,AB1,,,44012,20200630,43997,20200615,44012,20200630,CALL,Fund Expense,-406000,EUR,1.080515,-438689,2020 Q2,Settled,AB1-2020Q2
67,CF-AB1-20200630-FEE,1,AB1,,,44012,20200630,43997,20200615,44012,20200630,CALL,Management Fee,-2844000,EUR,1.080515,-3072985,2020 Q2,Settled,AB1-2020Q2
68,CF-AB1-20200630-0010,1,AB1,1,AB1-ATC,44012,20200630,43997,20200615,44012,20200630,DIST,Dividend,224000,EUR,1.080515,242035,2020 Q2,Settled,AB1-2020Q2
69,CF-AB1-20200630-0029,1,AB1,2,AB1-NTS,44012,20200630,43997,20200615,44012,20200630,DIST,Dividend,195000,EUR,1.080515,210700,2020 Q2,Settled,AB1-2020Q2
70,CF-AB1-20200630-0050,1,AB1,3,AB1-IBP,44012,20200630,43997,20200615,44012,20200630,DIST,Dividend,65000,EUR,1.080515,70233,2020 Q2,Settled,AB1-2020Q2
71,CF-AB1-20200630-0073,1,AB1,4,AB1-ATL,44012,20200630,43997,20200615,44012,20200630,DIST,Dividend,83000,EUR,1.080515,89683,2020 Q2,Settled,AB1-2020Q2
72,CF-AB1-20200630-0098,1,AB1,5,AB1-BSS,44012,20200630,43997,20200615,44012,20200630,DIST,Dividend,46000,EUR,1.080515,49704,2020 Q2,Settled,AB1-2020Q2
73,CF-AB1-20200930-EXP,1,AB1,,,44104,20200930,44089,20200915,44104,20200930,CALL,Fund Expense,-406000,EUR,1.079636,-438332,2020 Q3,Settled,AB1-2020Q3
74,CF-AB1-20200930-FEE,1,AB1,,,44104,20200930,44089,20200915,44104,20200930,CALL,Management Fee,-2844000,EUR,1.079636,-3070485,2020 Q3,Settled,AB1-2020Q3
75,CF-AB1-20200930-0011,1,AB1,1,AB1-ATC,44104,20200930,44089,20200915,44104,20200930,DIST,Dividend,235000,EUR,1.079636,253714,2020 Q3,Settled,AB1-2020Q3
76,CF-AB1-20200930-0030,1,AB1,2,AB1-NTS,44104,20200930,44089,20200915,44104,20200930,DIST,Dividend,205000,EUR,1.079636,221325,2020 Q3,Settled,AB1-2020Q3
77,CF-AB1-20200930-0051,1,AB1,3,AB1-IBP,44104,20200930,44089,20200915,44104,20200930,DIST,Dividend,68000,EUR,1.079636,73415,2020 Q3,Settled,AB1-2020Q3
78,CF-AB1-20200930-0074,1,AB1,4,AB1-ATL,44104,20200930,44089,20200915,44104,20200930,DIST,Dividend,88000,EUR,1.079636,95008,2020 Q3,Settled,AB1-2020Q3
79,CF-AB1-20200930-0099,1,AB1,5,AB1-BSS,44104,20200930,44089,20200915,44104,20200930,DIST,Dividend,49000,EUR,1.079636,52902,2020 Q3,Settled,AB1-2020Q3
80,CF-AB1-20201231-EXP,1,AB1,,,44196,20201231,44181,20201216,44196,20201231,CALL,Fund Expense,-406000,EUR,1.084621,-440356,2020 Q4,Settled,AB1-2020Q4
81,CF-AB1-20201231-FEE,1,AB1,,,44196,20201231,44181,20201216,44196,20201231,CALL,Management Fee,-2844000,EUR,1.084621,-3084662,2020 Q4,Settled,AB1-2020Q4
82,CF-AB1-20201231-0012,1,AB1,1,AB1-ATC,44196,20201231,44181,20201216,44196,20201231,DIST,Dividend,247000,EUR,1.084621,267901,2020 Q4,Settled,AB1-2020Q4
83,CF-AB1-20201231-0031,1,AB1,2,AB1-NTS,44196,20201231,44181,20201216,44196,20201231,DIST,Dividend,214000,EUR,1.084621,232109,2020 Q4,Settled,AB1-2020Q4
84,CF-AB1-20201231-0052,1,AB1,3,AB1-IBP,44196,20201231,44181,20201216,44196,20201231,DIST,Dividend,71000,EUR,1.084621,77008,2020 Q4,Settled,AB1-2020Q4
85,CF-AB1-20201231-0075,1,AB1,4,AB1-ATL,44196,20201231,44181,20201216,44196,20201231,DIST,Dividend,92000,EUR,1.084621,99785,2020 Q4,Settled,AB1-2020Q4
86,CF-AB1-20201231-0100,1,AB1,5,AB1-BSS,44196,20201231,44181,20201216,44196,20201231,DIST,Dividend,52000,EUR,1.084621,56400,2020 Q4,Settled,AB1-2020Q4
87,CF-AB1-20210331-EXP,1,AB1,,,44286,20210331,44271,20210316,44286,20210331,CALL,Fund Expense,-406000,EUR,1.073157,-435702,2021 Q1,Settled,AB1-2021Q1
88,CF-AB1-20210331-FEE,1,AB1,,,44286,20210331,44271,20210316,44286,20210331,CALL,Management Fee,-1536000,EUR,1.073157,-1648369,2021 Q1,Settled,AB1-2021Q1
89,CF-AB1-20210331-0013,1,AB1,1,AB1-ATC,44286,20210331,44271,20210316,44286,20210331,DIST,Dividend,258000,EUR,1.073157,276875,2021 Q1,Settled,AB1-2021Q1
90,CF-AB1-20210331-0032,1,AB1,2,AB1-NTS,44286,20210331,44271,20210316,44286,20210331,DIST,Dividend,223000,EUR,1.073157,239314,2021 Q1,Settled,AB1-2021Q1
91,CF-AB1-20210331-0053,1,AB1,3,AB1-IBP,44286,20210331,44271,20210316,44286,20210331,DIST,Dividend,75000,EUR,1.073157,80487,2021 Q1,Settled,AB1-2021Q1
92,CF-AB1-20210331-0076,1,AB1,4,AB1-ATL,44286,20210331,44271,20210316,44286,20210331,DIST,Dividend,96000,EUR,1.073157,103023,2021 Q1,Settled,AB1-2021Q1
93,CF-AB1-20210331-0101,1,AB1,5,AB1-BSS,44286,20210331,44271,20210316,44286,20210331,DIST,Dividend,55000,EUR,1.073157,59024,2021 Q1,Settled,AB1-2021Q1
94,CF-AB1-20210331-0123,1,AB1,6,AB1-RHG,44286,20210331,44271,20210316,44286,20210331,DIST,Dividend,49000,EUR,1.073157,52585,2021 Q1,Settled,AB1-2021Q1
95,CF-AB1-20210630-EXP,1,AB1,,,44377,20210630,44362,20210615,44377,20210630,CALL,Fund Expense,-406000,EUR,1.055838,-428670,2021 Q2,Settled,AB1-2021Q2
96,CF-AB1-20210630-FEE,1,AB1,,,44377,20210630,44362,20210615,44377,20210630,CALL,Management Fee,-1487000,EUR,1.055838,-1570031,2021 Q2,Settled,AB1-2021Q2
97,CF-AB1-20210630-0014,1,AB1,1,AB1-ATC,44377,20210630,44362,20210615,44377,20210630,DIST,Dividend,269000,EUR,1.055838,284020,2021 Q2,Settled,AB1-2021Q2
98,CF-AB1-20210630-0033,1,AB1,2,AB1-NTS,44377,20210630,44362,20210615,44377,20210630,DIST,Dividend,233000,EUR,1.055838,246010,2021 Q2,Settled,AB1-2021Q2
99,CF-AB1-20210630-0054,1,AB1,3,AB1-IBP,44377,20210630,44362,20210615,44377,20210630,DIST,Dividend,78000,EUR,1.055838,82355,2021 Q2,Settled,AB1-2021Q2
100,CF-AB1-20210630-0077,1,AB1,4,AB1-ATL,44377,20210630,44362,20210615,44377,20210630,DIST,Dividend,100000,EUR,1.055838,105584,2021 Q2,Settled,AB1-2021Q2
101,CF-AB1-20210630-0102,1,AB1,5,AB1-BSS,44377,20210630,44362,20210615,44377,20210630,DIST,Dividend,57000,EUR,1.055838,60183,2021 Q2,Settled,AB1-2021Q2
102,CF-AB1-20210630-0124,1,AB1,6,AB1-RHG,44377,20210630,44362,20210615,44377,20210630,DIST,Dividend,53000,EUR,1.055838,55959,2021 Q2,Settled,AB1-2021Q2
103,CF-AB1-20210930-EXP,1,AB1,,,44469,20210930,44454,20210915,44469,20210930,CALL,Fund Expense,-406000,EUR,1.047374,-425234,2021 Q3,Settled,AB1-2021Q3
104,CF-AB1-20210930-FEE,1,AB1,,,44469,20210930,44454,20210915,44469,20210930,CALL,Management Fee,-1438000,EUR,1.047374,-1506124,2021 Q3,Settled,AB1-2021Q3
105,CF-AB1-20210930-0015,1,AB1,1,AB1-ATC,44469,20210930,44454,20210915,44469,20210930,DIST,Dividend,281000,EUR,1.047374,294312,2021 Q3,Settled,AB1-2021Q3
106,CF-AB1-20210930-0034,1,AB1,2,AB1-NTS,44469,20210930,44454,20210915,44469,20210930,DIST,Dividend,242000,EUR,1.047374,253465,2021 Q3,Settled,AB1-2021Q3
107,CF-AB1-20210930-0055,1,AB1,3,AB1-IBP,44469,20210930,44454,20210915,44469,20210930,DIST,Dividend,81000,EUR,1.047374,84837,2021 Q3,Settled,AB1-2021Q3
108,CF-AB1-20210930-0078,1,AB1,4,AB1-ATL,44469,20210930,44454,20210915,44469,20210930,DIST,Dividend,104000,EUR,1.047374,108927,2021 Q3,Settled,AB1-2021Q3
109,CF-AB1-20210930-0103,1,AB1,5,AB1-BSS,44469,20210930,44454,20210915,44469,20210930,DIST,Dividend,60000,EUR,1.047374,62842,2021 Q3,Settled,AB1-2021Q3
110,CF-AB1-20210930-0125,1,AB1,6,AB1-RHG,44469,20210930,44454,20210915,44469,20210930,DIST,Dividend,56000,EUR,1.047374,58653,2021 Q3,Settled,AB1-2021Q3
111,CF-AB1-20211231-EXP,1,AB1,,,44561,20211231,44546,20211216,44561,20211231,CALL,Fund Expense,-406000,EUR,1.044533,-424080,2021 Q4,Settled,AB1-2021Q4
112,CF-AB1-20211231-FEE,1,AB1,,,44561,20211231,44546,20211216,44561,20211231,CALL,Management Fee,-1389000,EUR,1.044533,-1450856,2021 Q4,Settled,AB1-2021Q4
113,CF-AB1-20211231-0016,1,AB1,1,AB1-ATC,44561,20211231,44546,20211216,44561,20211231,DIST,Dividend,292000,EUR,1.044533,305004,2021 Q4,Settled,AB1-2021Q4
114,CF-AB1-20211231-0035,1,AB1,2,AB1-NTS,44561,20211231,44546,20211216,44561,20211231,DIST,Dividend,251000,EUR,1.044533,262178,2021 Q4,Settled,AB1-2021Q4
115,CF-AB1-20211231-0056,1,AB1,3,AB1-IBP,44561,20211231,44546,20211216,44561,20211231,DIST,Dividend,84000,EUR,1.044533,87741,2021 Q4,Settled,AB1-2021Q4
116,CF-AB1-20211231-0079,1,AB1,4,AB1-ATL,44561,20211231,44546,20211216,44561,20211231,DIST,Dividend,108000,EUR,1.044533,112810,2021 Q4,Settled,AB1-2021Q4
117,CF-AB1-20211231-0104,1,AB1,5,AB1-BSS,44561,20211231,44546,20211216,44561,20211231,DIST,Dividend,63000,EUR,1.044533,65806,2021 Q4,Settled,AB1-2021Q4
118,CF-AB1-20211231-0126,1,AB1,6,AB1-RHG,44561,20211231,44546,20211216,44561,20211231,DIST,Dividend,60000,EUR,1.044533,62672,2021 Q4,Settled,AB1-2021Q4
119,CF-AB1-20220331-EXP,1,AB1,,,44651,20220331,44636,20220316,44651,20220331,CALL,Fund Expense,-406000,EUR,1.030603,-418425,2022 Q1,Settled,AB1-2022Q1
120,CF-AB1-20220331-FEE,1,AB1,,,44651,20220331,44636,20220316,44651,20220331,CALL,Management Fee,-1341000,EUR,1.030603,-1382039,2022 Q1,Settled,AB1-2022Q1
121,CF-AB1-20220331-0017,1,AB1,1,AB1-ATC,44651,20220331,44636,20220316,44651,20220331,DIST,Dividend,303000,EUR,1.030603,312273,2022 Q1,Settled,AB1-2022Q1
122,CF-AB1-20220331-0036,1,AB1,2,AB1-NTS,44651,20220331,44636,20220316,44651,20220331,DIST,Dividend,261000,EUR,1.030603,268987,2022 Q1,Settled,AB1-2022Q1
123,CF-AB1-20220331-0057,1,AB1,3,AB1-IBP,44651,20220331,44636,20220316,44651,20220331,DIST,Dividend,87000,EUR,1.030603,89662,2022 Q1,Settled,AB1-2022Q1
124,CF-AB1-20220331-0080,1,AB1,4,AB1-ATL,44651,20220331,44636,20220316,44651,20220331,DIST,Dividend,113000,EUR,1.030603,116458,2022 Q1,Settled,AB1-2022Q1
125,CF-AB1-20220331-0105,1,AB1,5,AB1-BSS,44651,20220331,44636,20220316,44651,20220331,DIST,Dividend,66000,EUR,1.030603,68020,2022 Q1,Settled,AB1-2022Q1
126,CF-AB1-20220331-0127,1,AB1,6,AB1-RHG,44651,20220331,44636,20220316,44651,20220331,DIST,Dividend,63000,EUR,1.030603,64928,2022 Q1,Settled,AB1-2022Q1
127,CF-AB1-20220630-EXP,1,AB1,,,44742,20220630,44727,20220615,44742,20220630,CALL,Fund Expense,-406000,EUR,1.011094,-410504,2022 Q2,Settled,AB1-2022Q2
128,CF-AB1-20220630-FEE,1,AB1,,,44742,20220630,44727,20220615,44742,20220630,CALL,Management Fee,-1292000,EUR,1.011094,-1306333,2022 Q2,Settled,AB1-2022Q2
129,CF-AB1-20220630-0018,1,AB1,1,AB1-ATC,44742,20220630,44727,20220615,44742,20220630,DIST,Dividend,315000,EUR,1.011094,318495,2022 Q2,Settled,AB1-2022Q2
130,CF-AB1-20220630-0037,1,AB1,2,AB1-NTS,44742,20220630,44727,20220615,44742,20220630,DIST,Dividend,270000,EUR,1.011094,272995,2022 Q2,Settled,AB1-2022Q2
131,CF-AB1-20220630-0058,1,AB1,3,AB1-IBP,44742,20220630,44727,20220615,44742,20220630,DIST,Dividend,90000,EUR,1.011094,90998,2022 Q2,Settled,AB1-2022Q2
132,CF-AB1-20220630-0081,1,AB1,4,AB1-ATL,44742,20220630,44727,20220615,44742,20220630,DIST,Dividend,117000,EUR,1.011094,118298,2022 Q2,Settled,AB1-2022Q2
133,CF-AB1-20220630-0106,1,AB1,5,AB1-BSS,44742,20220630,44727,20220615,44742,20220630,DIST,Dividend,69000,EUR,1.011094,69765,2022 Q2,Settled,AB1-2022Q2
134,CF-AB1-20220630-0128,1,AB1,6,AB1-RHG,44742,20220630,44727,20220615,44742,20220630,DIST,Dividend,67000,EUR,1.011094,67743,2022 Q2,Settled,AB1-2022Q2
135,CF-AB1-20220930-EXP,1,AB1,,,44834,20220930,44819,20220915,44834,20220930,CALL,Fund Expense,-406000,EUR,1.000049,-406020,2022 Q3,Settled,AB1-2022Q3
136,CF-AB1-20220930-FEE,1,AB1,,,44834,20220930,44819,20220915,44834,20220930,CALL,Management Fee,-1243000,EUR,1.000049,-1243061,2022 Q3,Settled,AB1-2022Q3
137,CF-AB1-20220930-0019,1,AB1,1,AB1-ATC,44834,20220930,44819,20220915,44834,20220930,DIST,Dividend,43321000,EUR,1.000049,43323123,2022 Q3,Settled,AB1-2022Q3
138,CF-AB1-20220930-0038,1,AB1,2,AB1-NTS,44834,20220930,44819,20220915,44834,20220930,DIST,Dividend,279000,EUR,1.000049,279014,2022 Q3,Settled,AB1-2022Q3
139,CF-AB1-20220930-0059,1,AB1,3,AB1-IBP,44834,20220930,44819,20220915,44834,20220930,DIST,Dividend,94000,EUR,1.000049,94005,2022 Q3,Settled,AB1-2022Q3
140,CF-AB1-20220930-0082,1,AB1,4,AB1-ATL,44834,20220930,44819,20220915,44834,20220930,DIST,Dividend,121000,EUR,1.000049,121006,2022 Q3,Settled,AB1-2022Q3
141,CF-AB1-20220930-0107,1,AB1,5,AB1-BSS,44834,20220930,44819,20220915,44834,20220930,DIST,Dividend,71000,EUR,1.000049,71003,2022 Q3,Settled,AB1-2022Q3
